,time,mid_price,spread,bid0,b_s0,ask0,a_s0,bid1,b_s1,ask1,a_s1,bid2,b_s2,ask2,a_s2,bid3,b_s3,ask3,a_s3,bid4,b_s4,ask4,a_s4,bid5,b_s5,ask5,a_s5,bid6,b_s6,ask6,a_s6,bid7,b_s7,ask7,a_s7,bid8,b_s8,ask8,a_s8,bid9,b_s9,ask9,a_s9,bid10,b_s10,ask10,a_s10,bid11,b_s11,ask11,a_s11,bid12,b_s12,ask12,a_s12,bid13,b_s13,ask13,a_s13,bid14,b_s14,ask14,a_s14,bid15,b_s15,ask15,a_s15,bid16,b_s16,ask16,a_s16,bid17,b_s17,ask17,a_s17,bid18,b_s18,ask18,a_s18,bid19,b_s19,ask19,a_s19
10,2024-05-07 01:09:57.722,63326.149999999994,0.09999999999854481,63326.1,7.719,63326.2,0.167,63326.0,0.172,63327.4,0.078,63325.9,0.002,63328.0,0.002,63325.7,0.012,63328.2,0.002,63325.5,0.012,63328.7,0.01,63325.3,0.425,63329.3,0.106,63325.2,0.063,63329.4,0.063,63325.0,0.11,63329.7,0.002,63324.9,0.224,63329.8,0.147,63324.8,0.048,63330.0,0.079,63324.7,0.029,63330.1,0.515,63324.6,0.063,63330.2,0.01,63324.5,0.002,63331.0,0.063,63324.2,1.226,63331.4,0.002,63324.0,0.168,63331.6,0.063,63323.7,0.002,63332.0,0.164,63323.6,0.084,63332.1,0.033,63323.4,0.002,63332.6,0.063,63323.3,0.039,63333.0,0.004,63323.0,0.077,63333.1,0.002
11,2024-05-07 01:09:59.030,63329.75,0.10000000000582077,63329.7,14.181,63329.8,0.486,63329.6,0.587,63330.0,0.002,63329.4,0.063,63330.1,0.099,63329.3,0.461,63331.0,0.063,63329.1,0.109,63331.6,0.063,63328.4,0.063,63332.0,0.004,63328.1,0.1,63332.6,0.063,63328.0,0.162,63333.1,0.92,63327.9,0.933,63333.2,0.065,63327.8,0.065,63333.3,0.01,63327.4,0.705,63333.6,0.002,63327.3,0.15,63333.7,0.14,63327.2,0.627,63334.0,0.164,63327.1,0.002,63334.1,2.414,63327.0,0.3,63334.2,0.063,63326.8,0.069,63334.7,0.016,63326.5,0.009,63334.8,0.063,63326.2,0.063,63335.0,0.08,63326.1,0.864,63335.1,0.012,63326.0,0.162,63335.6,0.002
12,2024-05-07 01:10:00.337,63329.75,0.10000000000582077,63329.7,11.288,63329.8,0.63,63329.6,0.593,63330.0,0.065,63329.4,0.063,63330.1,0.09,63329.3,0.018,63331.0,0.063,63329.1,0.109,63331.6,0.063,63328.4,0.063,63332.0,0.164,63328.1,0.1,63332.6,0.063,63328.0,0.162,63333.0,0.01,63327.9,0.55,63333.1,0.922,63327.8,0.065,63333.2,0.065,63327.4,0.705,63333.3,0.01,63327.3,0.15,63333.6,0.002,63327.2,0.384,63333.7,0.14,63327.0,0.3,63334.0,0.164,63326.8,0.063,63334.1,0.026,63326.5,0.009,63334.2,2.447,63326.2,0.063,63334.7,0.016,63326.1,0.864,63334.8,0.063,63326.0,0.162,63335.0,0.08,63325.5,0.002,63335.1,0.012
13,2024-05-07 01:10:01.681,63329.75,0.10000000000582077,63329.7,12.593,63329.8,0.659,63329.6,0.599,63330.0,0.002,63329.4,0.063,63330.1,0.09,63329.3,0.018,63331.0,0.063,63329.1,0.125,63331.6,0.063,63328.4,0.063,63332.0,0.164,63328.1,0.1,63332.6,0.063,63328.0,0.162,63333.1,0.911,63327.9,0.55,63333.2,0.065,63327.8,0.065,63333.3,0.01,63327.4,0.476,63333.6,0.002,63327.3,0.15,63333.7,0.14,63327.2,0.384,63334.0,0.164,63327.0,0.3,63334.2,0.063,63326.8,0.063,63334.4,2.376,63326.5,0.009,63334.7,0.016,63326.2,0.063,63334.8,0.089,63326.1,0.864,63335.0,0.08,63326.0,0.164,63335.1,0.012,63325.5,0.002,63335.5,0.02
14,2024-05-07 01:10:03.022,63329.75,0.10000000000582077,63329.7,2.215,63329.8,2.229,63329.6,0.162,63329.9,0.01,63329.4,0.063,63330.0,0.223,63329.3,0.012,63331.0,0.063,63329.1,0.084,63331.4,0.218,63328.4,0.063,63331.6,0.063,63328.0,0.164,63331.7,0.01,63327.9,0.152,63331.8,0.233,63327.8,0.063,63332.0,0.162,63327.3,0.15,63332.1,0.078,63326.9,0.009,63332.2,0.018,63326.8,0.065,63332.6,0.063,63326.6,0.002,63333.2,0.065,63326.2,0.063,63333.3,0.002,63326.1,0.17,63333.8,0.081,63326.0,0.164,63334.0,0.164,63325.5,0.002,63334.2,0.063,63325.2,0.063,63334.3,0.002,63325.1,0.526,63334.7,0.063,63325.0,0.11,63334.8,0.063
15,2024-05-07 01:10:04.332,63325.05,0.09999999999854481,63325.0,0.108,63325.1,6.186,63324.9,0.224,63325.2,0.063,63324.8,0.048,63325.6,0.02,63324.7,0.006,63326.0,2.735,63324.5,0.041,63326.1,1.262,63324.2,0.526,63326.2,0.339,63324.0,0.17,63326.8,0.063,63323.7,0.002,63326.9,0.798,63323.6,0.021,63327.5,0.02,63323.5,0.034,63327.8,0.063,63323.4,0.002,63328.0,0.309,63323.3,0.039,63328.4,0.456,63323.1,0.102,63328.5,0.747,63323.0,0.19,63329.3,0.01,63322.9,0.432,63329.4,0.063,63322.3,0.002,63329.5,0.253,63322.2,0.026,63329.7,0.078,63322.0,0.253,63329.8,0.1,63321.7,0.05,63329.9,0.265,63321.6,0.542,63330.0,0.225
16,2024-05-07 01:10:05.638,63325.05,0.09999999999854481,63325.0,3.177,63325.1,0.883,63324.9,0.23,63325.5,0.002,63324.8,0.048,63326.0,0.002,63324.7,0.006,63327.7,0.074,63324.6,0.069,63327.8,0.063,63324.4,0.006,63328.0,0.162,63324.3,0.253,63328.4,0.063,63324.2,0.526,63328.6,0.002,63324.0,0.166,63329.3,0.082,63323.7,0.002,63329.4,0.063,63323.6,0.084,63329.7,0.078,63323.5,0.022,63329.8,0.1,63323.4,0.002,63330.0,0.227,63323.3,0.515,63330.1,0.002,63323.2,0.974,63330.3,0.004,63323.1,0.102,63330.8,0.019,63323.0,0.19,63331.0,0.063,63322.9,0.432,63331.1,0.023,63322.8,0.253,63331.3,0.126,63322.3,0.002,63331.4,0.78
17,2024-05-07 01:10:06.939,63325.05,0.09999999999854481,63325.0,2.32,63325.1,1.474,63324.9,0.392,63325.5,0.002,63324.8,0.17,63326.0,0.002,63324.7,0.083,63327.7,0.074,63324.6,0.096,63327.8,0.063,63324.3,0.253,63328.0,0.162,63324.2,0.606,63328.4,0.063,63324.0,0.166,63328.6,0.002,63323.7,0.002,63329.4,0.063,63323.6,0.084,63329.7,0.078,63323.5,0.022,63329.9,0.317,63323.4,0.002,63330.0,0.227,63323.3,0.515,63330.1,0.002,63323.0,0.077,63330.3,0.004,63322.8,0.253,63330.8,0.019,63322.3,0.002,63331.0,0.962,63322.2,0.026,63331.1,0.023,63322.0,0.273,63331.3,0.639,63321.8,0.519,63331.4,0.268,63321.7,0.587,63331.6,0.069
18,2024-05-07 01:10:08.262,63334.45,0.09999999999854481,63334.4,2.506,63334.5,1.791,63334.2,0.063,63334.8,0.063,63334.1,0.106,63335.7,0.05,63334.0,0.16,63335.8,0.063,63333.9,0.11,63336.0,0.006,63333.3,0.281,63336.4,0.063,63333.2,0.065,63337.3,0.002,63333.1,0.158,63337.6,0.04,63332.8,0.15,63337.8,0.118,63332.6,0.063,63338.0,0.193,63332.1,0.182,63338.1,0.03,63332.0,0.164,63338.6,0.014,63331.8,0.4,63338.9,0.061,63331.7,0.703,63339.0,0.063,63331.6,0.063,63339.1,0.039,63331.0,0.063,63339.2,0.002,63330.2,0.002,63339.3,0.022,63330.0,0.287,63339.6,0.002,63329.5,0.474,63339.7,0.082,63329.4,0.906,63340.0,0.164
19,2024-05-07 01:10:09.566,63344.149999999994,0.09999999999854481,63344.1,6.491,63344.2,2.428,63343.7,0.023,63344.4,0.063,63342.8,0.063,63344.9,0.022,63342.2,0.063,63345.3,0.002,63342.0,0.162,63345.4,0.065,63341.9,0.509,63345.5,0.002,63341.4,0.008,63345.7,0.148,63341.2,0.063,63345.8,0.273,63340.7,0.253,63345.9,0.02,63340.6,0.065,63346.0,0.225,63340.0,0.164,63346.5,0.002,63339.7,0.002,63346.8,0.002,63339.6,0.213,63347.5,0.002,63339.0,0.583,63347.6,0.024,63338.9,0.002,63347.7,0.004,63338.8,0.003,63348.0,0.164,63338.6,0.094,63348.5,0.002,63338.5,0.11,63348.6,0.012,63338.4,0.11,63349.1,0.002,63338.2,0.15,63349.3,0.953
20,2024-05-07 01:10:10.883,63344.149999999994,0.09999999999854481,63344.1,7.228,63344.2,0.233,63344.0,0.16,63345.3,0.002,63343.8,0.063,63345.4,0.002,63342.8,0.063,63345.5,0.002,63342.7,0.253,63345.7,0.148,63342.2,0.063,63345.8,0.273,63342.0,0.162,63345.9,0.02,63341.9,0.345,63346.0,0.004,63341.2,0.063,63346.5,0.002,63340.8,0.18,63346.8,0.002,63340.7,0.253,63347.0,0.063,63340.6,0.065,63347.5,0.002,63340.1,0.008,63347.6,0.087,63340.0,0.164,63347.7,0.004,63339.7,0.002,63348.0,0.164,63339.6,0.213,63348.5,0.002,63339.0,0.466,63348.6,0.075,63338.9,0.002,63349.1,0.002,63338.8,0.003,63349.2,0.063,63338.5,0.11,63349.4,0.093
21,2024-05-07 01:10:12.196,63352.75,0.10000000000582077,63352.7,0.998,63352.8,2.609,63352.2,0.64,63353.4,0.063,63352.1,0.062,63353.5,0.023,63352.0,0.002,63353.9,0.105,63351.5,0.15,63354.0,0.225,63350.9,0.15,63354.7,0.026,63350.5,0.015,63355.0,0.063,63350.2,0.253,63355.3,0.002,63350.0,0.162,63355.8,0.01,63349.8,0.002,63356.0,0.164,63349.6,0.017,63356.1,0.002,63349.2,0.067,63356.8,0.002,63348.6,0.163,63357.0,0.002,63348.3,0.008,63357.2,0.063,63348.0,0.184,63357.8,0.963,63347.9,0.15,63357.9,0.979,63347.8,0.002,63358.0,0.188,63347.7,0.002,63358.1,0.01,63347.6,0.343,63358.2,0.067,63347.5,0.002,63358.4,0.257
22,2024-05-07 01:10:13.501,63360.850000000006,0.09999999999854481,63360.8,1.954,63360.9,1.327,63360.6,0.007,63361.2,0.168,63360.2,0.002,63361.3,0.49,63360.0,0.172,63361.4,0.107,63359.8,0.063,63361.6,0.157,63359.7,0.241,63361.8,0.11,63359.5,0.888,63361.9,0.25,63359.1,0.119,63362.0,0.225,63358.8,0.063,63364.0,0.162,63358.6,0.002,63364.1,0.568,63358.5,0.002,63364.6,0.072,63358.4,0.012,63364.9,0.073,63358.2,0.091,63365.1,0.4,63358.1,0.002,63365.2,0.065,63358.0,0.164,63366.0,0.164,63357.9,0.115,63366.2,0.063,63357.8,0.002,63366.3,0.005,63357.2,0.063,63366.5,0.166,63357.1,0.253,63366.7,0.14,63357.0,0.007,63366.8,0.063
23,2024-05-07 01:10:14.810,63361.95,0.09999999999854481,63361.9,2.824,63362.0,0.824,63361.4,0.063,63363.0,0.063,63361.3,0.15,63363.6,0.073,63361.2,0.15,63363.9,0.379,63360.8,0.189,63364.0,0.002,63360.6,0.002,63364.1,0.55,63360.4,0.063,63364.6,0.063,63360.3,0.023,63365.1,0.4,63360.0,0.162,63365.2,0.065,63359.9,0.244,63366.0,0.164,63359.8,0.071,63366.2,0.063,63359.5,0.888,63366.7,0.14,63359.1,0.519,63366.8,0.063,63358.8,0.063,63367.2,0.004,63358.7,0.002,63367.5,0.002,63358.6,0.002,63367.6,0.002,63358.5,0.255,63367.7,0.002,63358.4,0.012,63367.8,0.063,63358.2,0.063,63367.9,0.899,63358.1,0.007,63368.0,0.164
24,2024-05-07 01:10:16.117,63366.55,0.09999999999854481,63366.5,8.611,63366.6,1.183,63366.2,0.063,63367.2,0.004,63366.1,0.012,63367.5,0.002,63366.0,0.415,63367.6,0.002,63365.2,0.063,63367.7,0.002,63365.1,0.611,63367.8,0.063,63365.0,0.13,63368.0,0.002,63364.9,0.25,63368.1,0.288,63364.6,0.243,63368.4,0.094,63364.0,0.162,63369.1,0.022,63363.7,0.253,63369.3,0.864,63363.6,0.063,63369.4,0.068,63363.1,0.23,63369.7,0.002,63363.0,2.326,63369.9,1.137,63362.9,0.476,63370.0,4.622,63362.6,0.227,63370.8,0.14,63362.5,0.247,63371.0,0.063,63362.0,1.121,63371.1,0.006,63361.9,0.843,63371.2,0.002,63361.8,0.009,63371.6,0.063
25,2024-05-07 01:10:17.427,63366.55,0.09999999999854481,63366.5,8.33,63366.6,0.648,63366.2,0.063,63366.7,0.002,63366.1,0.012,63367.5,0.002,63366.0,0.415,63367.7,0.002,63365.2,0.063,63367.8,0.063,63365.1,0.368,63368.0,0.002,63365.0,0.073,63368.1,0.006,63364.9,0.25,63368.4,0.065,63364.6,0.243,63369.0,0.303,63364.0,1.162,63369.3,0.864,63363.7,0.363,63369.4,0.091,63363.6,0.063,63369.7,0.002,63363.1,0.23,63369.9,1.137,63363.0,0.826,63370.0,4.622,63362.9,0.476,63370.4,0.002,63362.6,0.227,63370.9,0.202,63362.5,0.243,63371.0,0.063,63362.0,1.121,63371.1,0.006,63361.9,0.75,63371.2,0.002,63361.8,0.009,63371.6,0.063
26,2024-05-07 01:10:18.742,63366.55,0.09999999999854481,63366.5,3.67,63366.6,1.815,63366.2,0.063,63366.7,0.004,63366.0,0.162,63366.8,0.063,63365.2,0.063,63367.5,0.002,63365.1,0.15,63367.7,0.002,63365.0,0.135,63367.8,0.063,63364.9,0.15,63368.0,0.172,63364.6,0.063,63368.1,0.006,63364.0,0.162,63368.4,0.143,63363.7,0.11,63369.0,0.425,63363.6,0.089,63369.3,0.864,63363.0,0.365,63369.4,0.091,63362.0,1.115,63369.7,0.002,63361.9,0.175,63369.8,0.4,63361.8,0.009,63369.9,1.137,63361.4,0.08,63370.0,4.622,63361.3,0.273,63370.4,0.002,63361.2,0.15,63370.9,0.202,63360.8,0.015,63371.0,0.063,63360.6,0.002,63371.1,0.006
27,2024-05-07 01:10:20.057,63366.55,0.09999999999854481,63366.5,3.11,63366.6,1.197,63366.2,0.063,63366.7,0.004,63366.0,0.162,63366.8,0.063,63365.2,0.063,63367.0,0.006,63365.1,0.15,63367.2,0.063,63365.0,0.135,63367.5,0.002,63364.9,0.15,63367.8,0.063,63364.6,0.063,63368.0,0.002,63364.0,0.162,63368.1,0.006,63363.7,0.11,63368.4,0.143,63363.6,0.089,63369.0,0.425,63363.2,0.137,63369.3,0.864,63363.0,0.365,63369.4,0.091,63362.0,1.115,63369.7,0.002,63361.9,0.173,63369.9,1.537,63361.8,0.009,63370.0,4.622,63361.5,0.005,63370.4,0.002,63361.4,0.333,63370.9,0.202,63361.3,0.273,63371.0,0.063,63361.2,0.15,63371.1,0.006
28,2024-05-07 01:10:21.350,63369.25,0.10000000000582077,63369.2,5.911,63369.3,2.222,63368.9,0.154,63369.4,0.03,63368.0,0.412,63369.6,0.063,63367.5,0.002,63369.7,0.002,63367.2,0.063,63369.9,1.135,63366.8,0.063,63370.0,5.182,63366.6,0.344,63370.4,0.002,63366.5,0.285,63370.8,0.063,63366.0,0.225,63371.0,0.063,63365.7,0.002,63371.1,0.006,63365.2,0.063,63371.6,0.063,63365.1,0.15,63372.0,0.333,63365.0,0.007,63372.5,0.142,63364.9,0.15,63372.6,0.063,63364.8,0.253,63372.8,0.002,63364.6,0.063,63373.1,0.002,63364.0,0.162,63373.2,0.063,63363.7,0.11,63373.3,0.002,63363.6,0.089,63373.5,0.014,63363.1,0.005,63373.6,0.044
29,2024-05-07 01:10:22.671,63369.25,0.10000000000582077,63369.2,0.458,63369.3,4.726,63369.1,0.251,63369.4,0.04,63368.0,0.002,63369.6,0.063,63367.5,0.002,63369.7,0.002,63366.7,0.03,63369.8,0.4,63366.6,0.091,63369.9,1.135,63366.5,0.016,63370.0,4.782,63366.0,0.002,63370.4,0.002,63365.7,0.002,63370.8,0.141,63365.0,0.007,63371.1,0.006,63364.0,0.162,63371.6,0.063,63363.7,0.11,63372.0,0.396,63363.6,0.026,63372.5,0.142,63363.3,0.018,63372.6,0.063,63363.0,0.302,63372.7,0.009,63362.4,0.063,63372.8,0.26,63362.2,0.297,63373.1,0.002,63362.0,1.115,63373.2,0.063,63361.9,0.173,63373.3,0.002,63361.8,0.009,63373.5,0.088
30,2024-05-07 01:10:23.982,63360.350000000006,0.09999999999854481,63360.3,3.739,63360.4,2.437,63360.0,0.16,63360.7,0.15,63359.8,0.063,63361.4,0.063,63359.2,0.168,63362.0,0.225,63359.1,0.126,63362.9,0.151,63358.8,0.063,63363.0,0.063,63358.5,0.002,63363.1,0.4,63358.4,0.012,63363.5,0.078,63358.1,0.025,63363.6,0.063,63358.0,0.164,63363.7,0.01,63357.8,0.002,63364.0,0.164,63357.2,0.063,63364.1,0.057,63357.0,0.002,63364.6,0.063,63356.9,0.002,63364.9,0.002,63356.6,0.063,63365.0,0.102,63356.2,0.046,63365.2,0.063,63356.1,0.355,63365.9,0.144,63356.0,0.166,63366.0,0.164,63355.6,0.316,63366.1,0.3,63355.5,0.002,63366.2,0.063
31,2024-05-07 01:10:25.285,63360.55,0.09999999999854481,63360.5,0.454,63360.6,7.009,63360.3,0.208,63361.3,0.459,63360.0,0.002,63361.4,0.063,63359.9,0.11,63362.0,1.133,63359.3,0.15,63362.1,0.228,63359.2,0.302,63363.0,0.063,63358.8,0.063,63363.4,0.22,63358.2,0.063,63363.5,0.565,63358.0,0.164,63363.6,0.063,63357.4,0.144,63363.7,0.04,63357.2,0.005,63364.0,0.162,63357.0,0.015,63364.6,0.073,63356.6,0.065,63364.7,0.427,63356.5,0.267,63364.9,0.004,63356.2,0.222,63365.2,0.063,63356.0,0.166,63365.3,0.3,63355.9,0.119,63365.7,0.02,63355.6,0.063,63366.0,0.164,63355.5,0.002,63366.2,0.063,63355.2,0.119,63366.6,0.002
32,2024-05-07 01:10:26.592,63357.95,0.09999999999854481,63357.9,3.663,63358.0,3.068,63357.8,0.002,63358.2,0.463,63357.2,0.063,63358.7,0.095,63357.0,0.502,63358.8,0.063,63356.9,1.038,63359.8,0.063,63356.6,0.063,63360.0,0.164,63356.5,0.25,63360.4,0.615,63356.0,0.338,63360.6,0.004,63355.9,0.032,63361.4,0.063,63355.6,0.063,63361.7,0.002,63355.4,0.119,63361.9,0.076,63355.1,0.023,63362.0,0.227,63355.0,0.063,63362.1,0.228,63354.7,0.002,63362.3,0.022,63354.5,0.363,63363.0,0.063,63354.0,0.237,63363.2,0.14,63353.5,0.002,63363.6,0.09,63353.4,0.063,63364.0,0.164,63353.0,0.253,63364.4,0.002,63352.5,0.785,63364.6,0.063
33,2024-05-07 01:10:27.918,63354.55,0.09999999999854481,63354.5,2.068,63354.6,2.595,63354.0,0.225,63354.8,0.55,63353.8,0.022,63355.0,0.063,63353.4,0.063,63355.6,0.063,63352.4,1.187,63356.0,1.073,63352.3,0.951,63356.1,0.55,63352.2,0.945,63356.6,0.063,63352.1,0.128,63357.0,0.152,63352.0,0.164,63357.2,0.063,63351.9,0.11,63357.9,0.908,63351.8,0.002,63358.0,0.622,63351.6,0.002,63358.1,0.002,63351.5,0.974,63358.2,0.063,63351.4,0.959,63358.6,0.002,63351.2,0.091,63358.7,0.062,63351.1,0.111,63358.8,0.063,63351.0,0.1,63359.8,0.063,63350.8,0.063,63360.0,0.164,63350.5,0.005,63360.4,0.065,63350.4,0.888,63360.6,0.014
34,2024-05-07 01:10:29.226,63357.95,0.09999999999854481,63357.9,9.38,63358.0,0.184,63357.4,0.18,63360.0,0.004,63357.3,0.01,63360.4,0.002,63357.2,0.063,63360.6,0.004,63357.0,0.074,63361.1,0.002,63356.6,0.174,63361.5,0.005,63356.1,1.5,63361.7,0.002,63356.0,0.162,63361.9,0.126,63355.9,1.196,63362.0,0.067,63355.8,0.002,63362.3,0.056,63355.6,0.063,63363.0,0.063,63355.1,0.234,63363.2,0.14,63355.0,0.606,63363.6,0.063,63354.7,0.002,63364.0,0.164,63354.6,2.183,63364.6,0.063,63354.5,1.0,63364.7,0.002,63354.4,0.002,63364.8,0.008,63354.0,0.225,63364.9,0.004,63353.8,0.022,63365.0,0.083,63353.7,0.222,63365.1,0.056
35,2024-05-07 01:10:30.536,63359.95,0.09999999999854481,63359.9,15.541,63360.0,0.423,63359.8,0.633,63360.4,0.002,63359.2,0.028,63360.6,0.004,63358.8,0.063,63362.0,0.004,63358.7,0.352,63362.9,0.025,63358.6,0.002,63363.0,0.063,63358.2,0.069,63363.6,0.063,63358.0,1.54,63363.9,0.091,63357.9,0.714,63364.0,0.164,63357.2,0.182,63364.5,0.005,63357.0,0.074,63364.6,0.063,63356.6,0.174,63364.7,0.007,63356.2,0.004,63364.8,0.008,63356.1,1.0,63364.9,0.004,63356.0,0.164,63365.0,0.024,63355.9,1.264,63365.1,0.056,63355.8,0.002,63365.2,0.135,63355.6,0.063,63365.3,0.056,63355.5,0.002,63365.4,0.005,63355.2,0.586,63365.5,0.032
36,2024-05-07 01:10:31.832,63363.95,0.09999999999854481,63363.9,6.884,63364.0,2.514,63363.8,0.262,63364.6,0.063,63363.7,0.49,63364.7,0.002,63363.6,0.553,63364.8,0.008,63363.0,0.063,63364.9,0.18,63362.8,0.806,63365.0,0.024,63362.7,0.002,63365.1,0.056,63362.0,0.725,63365.2,0.135,63361.8,0.253,63365.3,0.056,63361.4,0.063,63365.4,0.005,63361.2,0.002,63365.5,0.032,63360.7,0.197,63366.0,0.164,63360.6,1.0,63366.2,0.063,63360.4,0.063,63366.6,0.002,63360.3,0.493,63366.8,0.063,63360.0,0.741,63367.0,0.14,63359.9,0.112,63367.4,0.078,63359.8,0.533,63367.5,0.002,63359.2,0.028,63367.8,0.063,63358.9,0.406,63368.0,0.164
37,2024-05-07 01:10:33.142,63363.95,0.09999999999854481,63363.9,6.686,63364.0,0.206,63363.8,0.262,63364.7,0.002,63363.7,0.49,63365.2,0.111,63363.6,0.553,63365.3,0.024,63363.0,0.063,63365.4,0.005,63362.8,0.626,63365.5,0.032,63362.7,0.002,63366.0,0.004,63362.0,0.225,63366.2,0.063,63361.9,1.0,63366.6,0.002,63361.8,0.253,63366.8,0.063,63361.4,0.063,63367.0,0.14,63361.2,0.002,63367.4,0.078,63360.7,0.206,63367.5,0.002,63360.4,0.063,63367.8,0.063,63360.3,0.493,63368.0,0.164,63360.2,0.03,63368.1,0.002,63360.0,0.751,63368.3,0.002,63359.9,0.115,63368.4,0.47,63359.8,0.533,63368.7,0.024,63359.2,0.028,63368.9,0.024
38,2024-05-07 01:10:34.464,63379.850000000006,0.09999999999854481,63379.8,0.308,63379.9,7.849,63378.6,0.022,63380.0,0.16,63378.0,0.018,63380.1,0.04,63377.3,0.006,63380.2,0.288,63376.9,0.002,63380.3,0.55,63376.8,0.109,63380.4,0.002,63376.7,0.146,63380.6,0.553,63376.2,0.002,63380.7,0.197,63376.0,0.164,63380.8,0.169,63375.3,0.05,63380.9,0.855,63375.1,0.002,63381.2,0.063,63374.8,0.123,63382.0,0.162,63374.7,0.121,63382.2,0.063,63374.6,0.111,63383.5,0.01,63374.5,0.002,63383.6,0.218,63374.4,0.11,63383.7,1.036,63374.3,0.253,63383.8,0.787,63374.2,0.063,63383.9,0.025,63374.0,0.164,63384.0,0.164,63373.7,0.026,63384.2,1.5
39,2024-05-07 01:10:35.774,63374.850000000006,0.09999999999854481,63374.8,3.037,63374.9,2.056,63374.7,0.028,63375.8,0.063,63374.6,0.023,63376.0,0.027,63374.3,0.085,63376.4,0.063,63374.2,0.063,63377.0,0.15,63374.0,0.162,63377.4,0.063,63373.2,0.063,63377.9,0.329,63372.6,0.063,63378.0,0.229,63372.2,0.015,63378.1,0.093,63372.0,0.172,63378.7,0.55,63371.8,0.002,63379.0,0.063,63371.7,0.976,63379.6,0.063,63371.6,0.295,63379.9,0.087,63371.5,2.452,63380.0,0.164,63371.4,0.52,63380.3,0.55,63371.3,0.533,63380.4,0.002,63371.2,0.531,63380.6,0.063,63371.1,1.096,63380.7,0.002,63371.0,0.078,63380.9,0.081,63370.6,0.369,63381.1,0.055
40,2024-05-07 01:10:37.068,63381.95,0.09999999999854481,63381.9,3.988,63382.0,0.622,63381.8,0.05,63382.1,0.014,63381.2,0.078,63382.2,0.063,63381.0,0.002,63382.8,0.063,63380.7,0.819,63383.8,0.551,63380.6,0.063,63384.0,0.004,63380.1,0.953,63384.4,0.063,63380.0,0.162,63384.5,0.002,63379.8,0.943,63384.7,1.421,63379.7,0.253,63385.0,0.003,63379.6,0.063,63385.3,0.002,63379.5,0.005,63385.4,0.063,63379.4,0.626,63385.6,0.002,63379.0,0.063,63385.8,0.002,63378.6,0.25,63386.0,0.227,63378.5,0.11,63386.3,0.004,63378.1,0.253,63386.4,0.002,63378.0,0.237,63386.5,0.004,63377.9,0.15,63387.1,0.002,63377.8,0.004,63387.3,0.104
41,2024-05-07 01:10:38.382,63381.95,0.09999999999854481,63381.9,6.071,63382.0,0.197,63381.8,0.05,63382.1,0.014,63381.2,0.331,63383.8,0.016,63381.0,0.002,63384.0,0.004,63380.8,0.4,63384.5,0.002,63380.7,0.819,63384.6,0.276,63380.6,0.063,63384.7,1.443,63380.0,0.162,63384.8,0.002,63379.8,0.943,63385.0,0.003,63379.7,0.253,63385.3,0.002,63379.6,0.063,63385.4,0.063,63379.5,0.005,63385.6,0.002,63379.4,0.626,63385.8,0.002,63379.0,0.063,63386.0,0.067,63378.8,0.002,63386.3,0.004,63378.7,0.635,63386.4,0.002,63378.6,0.25,63386.5,0.004,63378.5,0.11,63387.0,0.063,63378.1,0.253,63387.1,0.002,63378.0,0.237,63387.3,0.104
42,2024-05-07 01:10:39.677,63394.05,0.09999999999854481,63394.0,0.701,63394.1,5.393,63393.7,0.507,63394.5,0.006,63393.6,0.25,63394.7,0.002,63393.4,0.509,63395.0,0.063,63392.8,0.11,63395.5,0.199,63392.0,0.162,63395.6,0.063,63391.0,0.007,63395.9,0.003,63390.8,0.063,63396.0,0.164,63390.6,0.094,63396.1,0.265,63390.5,0.002,63396.3,0.01,63390.3,0.038,63396.6,0.063,63390.2,0.063,63396.7,0.002,63390.0,0.172,63396.8,0.022,63389.9,0.15,63396.9,0.002,63389.8,0.406,63397.3,0.156,63389.6,0.014,63397.4,0.002,63389.5,0.119,63397.5,0.032,63389.2,0.063,63397.7,0.002,63388.8,0.002,63398.0,0.196,63388.6,0.063,63398.1,0.002
43,2024-05-07 01:10:41.022,63389.05,0.09999999999854481,63389.0,0.155,63389.1,6.412,63388.8,0.279,63389.2,0.063,63388.7,1.0,63389.9,1.399,63388.5,0.112,63390.0,1.202,63388.3,0.005,63390.1,0.651,63388.2,0.029,63390.2,0.063,63388.0,0.002,63390.6,0.15,63387.4,0.002,63390.8,0.063,63387.0,0.15,63392.0,0.162,63386.3,0.002,63392.8,0.707,63386.0,0.004,63392.9,0.505,63385.7,0.016,63393.4,0.065,63385.6,0.119,63393.7,0.3,63385.5,0.888,63394.0,0.225,63384.6,0.002,63394.1,0.616,63384.0,0.176,63394.7,0.002,63383.8,0.189,63394.9,0.002,63383.7,0.253,63395.0,0.085,63383.6,0.009,63395.1,2.06,63383.3,0.002,63395.5,0.078
