,time,mid_price,spread,bid0,b_s0,ask0,a_s0,bid1,b_s1,ask1,a_s1,bid2,b_s2,ask2,a_s2,bid3,b_s3,ask3,a_s3,bid4,b_s4,ask4,a_s4,bid5,b_s5,ask5,a_s5,bid6,b_s6,ask6,a_s6,bid7,b_s7,ask7,a_s7,bid8,b_s8,ask8,a_s8,bid9,b_s9,ask9,a_s9,bid10,b_s10,ask10,a_s10,bid11,b_s11,ask11,a_s11,bid12,b_s12,ask12,a_s12,bid13,b_s13,ask13,a_s13,bid14,b_s14,ask14,a_s14,bid15,b_s15,ask15,a_s15,bid16,b_s16,ask16,a_s16,bid17,b_s17,ask17,a_s17,bid18,b_s18,ask18,a_s18,bid19,b_s19,ask19,a_s19
44,2024-05-07 01:10:42.331,63389.05,0.09999999999854481,63389.0,0.079,63389.1,2.254,63388.8,0.279,63389.2,0.063,63388.7,1.0,63389.8,0.655,63388.5,0.028,63389.9,0.556,63388.3,0.005,63390.0,0.712,63388.0,0.002,63390.1,0.55,63387.4,0.002,63390.2,0.063,63386.3,0.002,63390.6,0.15,63386.2,0.002,63390.8,0.063,63386.0,0.227,63391.8,0.063,63385.7,0.016,63392.0,0.162,63385.6,0.119,63392.4,0.063,63385.5,0.888,63392.9,0.16,63385.4,0.063,63393.4,0.065,63384.6,0.002,63393.7,0.642,63384.4,0.173,63393.8,1.968,63384.0,0.176,63394.0,0.227,63383.8,0.276,63394.1,0.197,63383.7,0.253,63394.7,0.002,63383.6,0.009,63394.9,0.002
45,2024-05-07 01:10:43.644,63390.149999999994,0.09999999999854481,63390.1,9.613,63390.2,0.061,63390.0,0.65,63390.8,0.063,63389.9,0.502,63391.7,0.026,63389.2,0.065,63391.8,0.063,63389.1,0.614,63392.0,0.002,63389.0,0.203,63392.4,0.063,63388.7,1.253,63392.8,0.075,63388.6,0.063,63392.9,0.154,63388.5,0.066,63393.4,0.063,63388.4,0.11,63394.0,0.067,63388.3,0.005,63394.1,0.116,63388.0,0.162,63394.7,0.002,63387.6,0.063,63394.9,0.002,63387.4,0.002,63395.0,0.085,63387.2,0.002,63395.5,0.078,63387.0,0.063,63395.6,0.063,63386.9,0.009,63395.9,0.003,63386.7,0.253,63396.0,0.166,63386.3,0.002,63396.1,0.003,63386.2,0.002,63396.3,0.01
46,2024-05-07 01:10:44.945,63391.75,0.10000000000582077,63391.7,3.352,63391.8,2.343,63390.8,0.64,63392.0,0.16,63390.7,0.237,63392.4,0.063,63390.3,0.175,63392.9,0.004,63390.2,0.063,63393.4,0.063,63390.0,0.162,63393.9,0.135,63389.9,0.383,63394.0,0.227,63389.2,0.063,63394.1,0.121,63389.1,0.604,63394.7,0.002,63389.0,0.219,63394.9,0.002,63388.9,0.007,63395.0,0.085,63388.8,0.343,63395.5,0.078,63388.7,1.253,63395.6,0.063,63388.6,0.063,63395.9,0.003,63388.5,0.028,63396.0,0.166,63388.4,0.11,63396.1,0.003,63388.3,0.005,63396.2,0.029,63388.0,0.162,63396.3,0.01,63387.6,0.063,63396.6,0.104,63387.5,0.111,63396.7,0.002
47,2024-05-07 01:10:46.264,63391.75,0.10000000000582077,63391.7,2.549,63391.8,2.598,63390.8,0.703,63392.0,0.16,63390.7,0.237,63392.4,0.063,63390.3,0.175,63392.9,0.004,63390.2,0.063,63393.4,0.063,63390.0,0.162,63393.9,0.135,63389.9,0.383,63394.0,0.227,63389.3,0.302,63394.1,0.116,63389.2,0.063,63394.7,0.002,63389.1,0.604,63394.9,0.002,63389.0,0.219,63395.0,0.085,63388.9,0.003,63395.5,0.078,63388.8,0.343,63395.6,0.063,63388.7,1.253,63395.9,0.003,63388.6,0.063,63396.0,0.166,63388.5,0.028,63396.1,0.003,63388.4,0.11,63396.2,0.029,63388.3,0.005,63396.3,0.01,63388.0,0.162,63396.6,0.104,63387.6,0.063,63396.7,0.002
48,2024-05-07 01:10:47.575,63391.75,0.10000000000582077,63391.7,2.569,63391.8,3.585,63390.8,0.703,63392.0,0.16,63390.7,0.212,63392.4,0.063,63390.3,0.175,63392.9,0.004,63390.2,0.063,63393.4,0.063,63390.0,0.162,63393.9,0.135,63389.9,0.383,63394.0,0.227,63389.3,0.062,63394.1,0.116,63389.2,0.063,63394.7,0.002,63389.1,0.604,63394.9,0.002,63389.0,0.219,63395.0,0.085,63388.9,0.003,63395.5,0.078,63388.8,0.343,63395.6,0.063,63388.7,1.253,63395.9,0.003,63388.6,0.063,63396.0,0.166,63388.5,0.028,63396.1,0.003,63388.4,0.11,63396.2,0.029,63388.3,0.005,63396.3,0.01,63388.0,0.162,63396.6,0.104,63387.6,0.063,63396.7,0.002
49,2024-05-07 01:10:48.885,63391.75,0.10000000000582077,63391.7,2.68,63391.8,2.766,63390.8,0.213,63392.4,0.063,63390.7,0.2,63392.9,0.004,63390.3,0.175,63393.4,0.063,63390.2,0.063,63393.9,0.135,63390.0,0.162,63394.0,0.227,63389.9,0.383,63394.1,0.116,63389.3,0.093,63394.7,0.002,63389.2,0.063,63394.9,0.002,63389.1,0.604,63395.0,0.085,63389.0,0.197,63395.5,0.078,63388.8,0.341,63395.6,0.063,63388.7,1.0,63395.9,0.003,63388.6,0.063,63396.0,0.166,63388.5,0.055,63396.1,0.003,63388.4,0.11,63396.2,0.029,63388.3,0.005,63396.3,0.01,63388.0,0.162,63396.6,0.104,63387.6,0.063,63396.7,0.002,63387.5,0.111,63396.8,0.022
50,2024-05-07 01:10:50.191,63391.75,0.10000000000582077,63391.7,3.422,63391.8,2.769,63390.8,0.275,63392.4,0.063,63390.7,0.2,63392.9,0.004,63390.3,0.175,63393.4,0.063,63390.2,0.063,63393.9,0.135,63390.0,0.162,63394.0,0.227,63389.9,0.383,63394.1,0.11,63389.3,0.079,63394.7,0.002,63389.2,0.063,63394.9,0.002,63389.1,0.604,63395.0,0.085,63389.0,0.197,63395.5,0.078,63388.8,0.343,63395.6,0.063,63388.7,1.0,63395.9,0.003,63388.6,0.063,63396.0,0.166,63388.5,0.055,63396.1,0.003,63388.4,0.11,63396.2,0.029,63388.3,0.005,63396.3,0.01,63388.0,0.162,63396.6,0.104,63387.6,0.063,63396.7,0.002,63387.5,0.111,63396.8,0.022
51,2024-05-07 01:10:51.498,63391.75,0.10000000000582077,63391.7,3.491,63391.8,3.344,63390.8,0.275,63392.4,0.063,63390.7,0.2,63393.4,0.063,63390.5,0.18,63393.9,0.135,63390.2,0.063,63394.0,0.227,63390.1,0.278,63394.1,0.057,63390.0,0.162,63394.7,0.002,63389.9,0.383,63394.9,0.002,63389.3,0.079,63395.0,0.085,63389.2,0.063,63395.1,0.146,63389.1,0.604,63395.5,0.078,63389.0,0.197,63395.6,0.063,63388.8,0.343,63395.9,0.003,63388.7,1.0,63396.0,0.166,63388.6,0.063,63396.1,0.003,63388.5,0.051,63396.2,0.029,63388.4,0.11,63396.3,0.01,63388.3,0.005,63396.6,0.104,63388.1,0.253,63396.7,0.002,63388.0,0.164,63396.8,0.022
52,2024-05-07 01:10:52.805,63391.75,0.10000000000582077,63391.7,1.72,63391.8,3.293,63390.8,0.212,63392.0,0.16,63390.7,0.175,63392.4,0.063,63390.5,0.18,63393.4,0.063,63390.2,0.063,63393.9,0.135,63390.1,0.398,63394.0,0.227,63390.0,0.162,63394.1,0.057,63389.9,0.383,63394.7,0.002,63389.3,0.079,63394.9,0.002,63389.2,0.063,63395.0,0.085,63389.1,0.604,63395.1,0.146,63389.0,0.187,63395.5,0.078,63388.8,0.002,63395.6,0.063,63388.7,1.0,63395.9,0.003,63388.6,0.063,63396.0,0.166,63388.5,0.025,63396.1,0.003,63388.4,0.11,63396.2,0.029,63388.3,0.005,63396.3,0.01,63388.1,0.253,63396.6,0.104,63388.0,0.164,63396.7,0.002
53,2024-05-07 01:10:54.136,63385.649999999994,0.09999999999854481,63385.6,1.506,63385.7,3.704,63385.4,0.063,63386.0,0.223,63384.4,0.063,63386.3,0.05,63384.1,0.073,63386.5,0.15,63384.0,0.162,63386.8,0.268,63383.8,0.075,63386.9,0.15,63383.6,0.002,63387.0,0.063,63383.3,0.002,63387.5,0.15,63382.9,0.002,63387.6,0.291,63382.8,0.063,63388.0,0.162,63382.6,0.112,63388.1,0.006,63382.5,0.042,63388.5,0.002,63382.2,0.065,63388.6,0.063,63382.0,0.164,63389.2,0.213,63381.9,0.022,63390.0,0.245,63381.8,0.031,63390.2,0.077,63381.4,0.526,63390.3,0.002,63381.3,0.948,63390.7,0.245,63381.2,0.068,63390.8,0.063,63381.1,0.365,63390.9,0.018
54,2024-05-07 01:10:55.445,63387.55,0.09999999999854481,63387.5,7.489,63387.6,0.306,63387.0,0.063,63388.5,0.002,63386.9,0.073,63388.6,0.063,63386.2,0.154,63389.2,0.063,63386.1,0.099,63390.0,0.004,63386.0,0.225,63390.2,0.063,63385.8,1.653,63390.3,0.002,63385.7,0.969,63390.7,0.179,63385.6,0.657,63390.8,0.063,63385.5,0.01,63391.7,0.006,63385.4,0.063,63391.8,0.32,63385.1,0.005,63391.9,0.006,63384.9,0.263,63392.0,0.164,63384.8,0.025,63392.4,0.063,63384.4,0.211,63393.4,0.065,63384.0,0.174,63393.9,0.141,63383.8,0.075,63394.0,0.227,63383.7,0.418,63394.1,0.057,63383.6,0.529,63394.3,0.002,63383.4,0.965,63394.7,0.026
55,2024-05-07 01:10:56.749,63387.55,0.09999999999854481,63387.5,5.328,63387.6,2.449,63387.0,0.063,63388.5,0.002,63386.9,0.073,63388.6,0.063,63386.2,0.154,63389.2,0.063,63386.1,0.099,63390.0,0.164,63386.0,0.225,63390.2,0.141,63385.8,0.153,63390.3,0.002,63385.6,0.164,63390.7,0.179,63385.5,0.01,63390.8,0.063,63385.4,0.063,63391.7,0.006,63385.1,0.005,63391.8,0.32,63384.9,0.263,63391.9,0.006,63384.8,0.025,63392.0,0.164,63384.4,0.211,63392.4,0.063,63384.0,0.174,63393.4,0.065,63383.8,0.075,63393.7,0.21,63383.6,0.002,63393.8,0.631,63383.3,0.002,63393.9,0.4,63382.9,0.255,63394.0,0.227,63382.8,0.063,63394.1,0.357
56,2024-05-07 01:10:58.059,63387.55,0.09999999999854481,63387.5,5.38,63387.6,1.326,63387.0,0.063,63388.5,0.002,63386.9,0.073,63388.6,0.063,63386.2,0.154,63389.2,0.063,63386.1,0.099,63390.0,0.164,63386.0,0.225,63390.2,0.141,63385.8,0.153,63390.3,0.002,63385.7,0.002,63390.7,0.179,63385.6,0.164,63390.8,0.063,63385.5,0.01,63391.7,0.006,63385.4,0.063,63391.8,0.317,63385.1,0.005,63391.9,0.006,63384.9,0.263,63392.0,0.164,63384.8,0.025,63392.4,0.063,63384.4,0.211,63393.4,0.065,63384.0,0.174,63393.7,0.21,63383.8,0.075,63394.0,0.227,63383.6,0.002,63394.1,0.057,63383.3,0.002,63394.3,0.002,63382.9,0.255,63394.6,0.899
57,2024-05-07 01:10:59.376,63387.55,0.09999999999854481,63387.5,5.227,63387.6,0.876,63387.0,0.063,63388.5,0.002,63386.9,0.079,63390.0,0.164,63386.2,0.154,63390.2,0.141,63386.1,0.099,63390.3,0.002,63386.0,0.225,63390.7,0.179,63385.8,0.153,63390.8,0.063,63385.7,0.002,63391.7,0.006,63385.6,0.164,63391.8,0.26,63385.5,0.01,63391.9,0.006,63385.4,0.063,63392.0,0.164,63385.1,0.019,63392.4,0.063,63384.9,0.263,63393.4,0.065,63384.8,0.025,63393.7,0.21,63384.4,0.237,63394.0,0.227,63384.0,0.174,63394.1,0.057,63383.8,0.075,63394.3,0.002,63383.6,0.002,63394.7,0.42,63383.3,0.002,63394.8,0.112,63382.9,0.255,63394.9,0.024
58,2024-05-07 01:11:00.672,63387.55,0.09999999999854481,63387.5,4.526,63387.6,1.505,63387.0,0.063,63388.5,0.002,63386.9,0.006,63388.6,0.063,63386.2,0.154,63389.2,0.063,63386.1,0.099,63390.0,0.164,63386.0,0.225,63390.2,0.141,63385.8,0.153,63390.3,0.002,63385.7,0.002,63390.7,0.179,63385.6,0.164,63390.8,0.063,63385.5,0.01,63391.7,0.006,63385.4,0.063,63391.8,0.238,63385.1,0.019,63391.9,0.006,63384.9,0.263,63392.0,0.164,63384.8,0.025,63392.4,0.063,63384.4,0.237,63393.4,0.065,63384.0,0.174,63393.7,0.21,63383.8,0.075,63394.0,0.227,63383.6,0.002,63394.1,0.057,63383.3,0.002,63394.3,0.002,63382.9,0.255,63394.7,0.026
59,2024-05-07 01:11:01.981,63404.149999999994,0.09999999999854481,63404.1,8.446,63404.2,0.582,63404.0,0.384,63404.5,0.005,63403.9,0.012,63404.8,0.078,63403.6,0.063,63405.0,0.026,63403.5,0.089,63405.2,0.002,63403.4,1.424,63405.3,0.003,63403.0,0.063,63405.5,0.338,63402.6,0.951,63405.7,0.002,63402.0,0.225,63406.0,0.007,63401.7,0.083,63406.3,0.07,63401.6,0.002,63406.5,0.007,63401.4,0.067,63406.7,0.063,63401.1,0.007,63406.9,0.002,63401.0,0.016,63407.0,0.007,63400.9,1.457,63407.2,0.092,63400.7,0.009,63407.5,0.005,63400.6,0.002,63407.7,0.002,63400.4,0.063,63407.8,0.063,63400.1,2.454,63408.0,0.011,63400.0,2.534,63408.3,0.024
60,2024-05-07 01:11:03.294,63418.95,0.09999999999854481,63418.9,4.486,63419.0,2.726,63418.6,0.11,63419.3,0.04,63418.5,0.005,63419.4,0.007,63418.1,0.445,63419.7,0.003,63418.0,0.225,63420.0,0.078,63417.4,0.063,63420.1,0.006,63417.0,0.046,63420.2,0.33,63416.2,0.046,63420.4,0.08,63416.0,0.162,63420.5,0.005,63415.8,0.004,63420.7,0.002,63415.7,0.002,63420.9,0.003,63415.4,0.111,63421.0,0.011,63415.1,0.15,63421.1,0.002,63414.8,0.524,63421.2,0.066,63414.6,0.002,63421.4,0.004,63414.4,0.009,63421.5,0.017,63414.3,0.004,63421.6,0.077,63414.2,0.109,63421.7,0.005,63414.0,0.179,63421.8,0.002,63413.9,0.079,63422.0,0.171
61,2024-05-07 01:11:04.893,63433.95,0.09999999999854481,63433.9,2.132,63434.0,2.292,63433.6,0.11,63434.1,0.012,63433.2,0.15,63434.2,0.01,63432.1,0.111,63434.3,0.198,63432.0,0.162,63434.5,0.007,63431.8,0.063,63434.6,0.144,63430.8,0.063,63434.7,0.004,63430.5,0.002,63434.9,0.023,63430.4,0.002,63435.0,0.482,63430.2,0.063,63435.5,0.017,63430.0,0.164,63435.6,0.083,63429.9,0.253,63435.7,0.057,63429.2,0.063,63436.0,0.185,63429.1,0.013,63436.2,0.019,63429.0,0.099,63436.3,0.002,63428.8,0.004,63436.5,0.015,63428.7,0.007,63436.6,0.057,63428.6,0.063,63436.9,0.394,63428.4,0.002,63437.0,0.009,63428.1,1.565,63437.2,0.065
62,2024-05-07 01:11:06.211,63429.850000000006,0.09999999999854481,63429.8,0.41,63429.9,7.863,63429.3,0.05,63430.0,0.181,63428.8,0.004,63430.1,0.018,63428.7,0.002,63430.2,0.063,63428.0,0.004,63430.5,0.135,63427.9,0.561,63430.6,0.87,63427.8,0.004,63431.0,0.005,63427.2,0.005,63431.5,0.005,63427.0,0.002,63431.8,0.063,63426.9,0.15,63432.0,0.181,63426.8,0.15,63432.1,0.252,63426.5,0.111,63432.3,0.116,63426.1,0.014,63432.4,0.26,63426.0,0.278,63432.5,0.005,63425.8,0.009,63433.0,0.005,63425.7,0.01,63433.3,0.01,63425.4,0.002,63433.4,0.063,63424.4,0.063,63433.5,0.05,63424.3,0.022,63433.6,0.007,63424.0,0.164,63434.0,0.753
63,2024-05-07 01:11:07.523,63422.55,0.09999999999854481,63422.5,1.914,63422.6,2.534,63422.2,0.063,63423.0,0.15,63422.0,0.162,63423.4,0.1,63421.7,0.025,63423.9,0.152,63421.2,0.063,63424.0,0.162,63420.6,0.063,63424.4,0.167,63420.0,0.181,63424.6,0.25,63419.9,0.002,63425.4,0.063,63419.8,0.002,63425.8,0.14,63419.6,0.063,63426.0,0.167,63419.0,0.063,63426.5,0.005,63418.9,0.007,63427.0,0.068,63418.6,0.538,63427.1,0.153,63418.5,0.4,63427.4,0.017,63418.3,0.002,63427.5,0.005,63418.1,0.012,63427.6,0.002,63418.0,0.227,63427.7,0.078,63417.4,0.063,63427.9,0.081,63417.2,0.25,63428.0,0.167,63416.8,0.363,63428.3,0.002
64,2024-05-07 01:11:08.862,63417.25,0.10000000000582077,63417.2,1.883,63417.3,10.325,63416.8,0.11,63417.4,0.063,63416.7,0.002,63418.0,0.652,63416.4,0.063,63419.0,0.063,63416.0,0.162,63420.0,0.164,63415.8,0.067,63420.6,0.075,63415.2,0.031,63420.7,0.817,63414.8,0.063,63421.0,0.078,63414.6,0.002,63421.6,0.002,63414.2,0.063,63421.9,0.002,63414.0,0.179,63422.0,0.164,63413.7,0.253,63422.1,0.25,63413.6,0.002,63422.2,0.063,63413.3,0.982,63422.6,0.175,63413.2,0.065,63422.9,0.01,63413.0,0.476,63423.0,0.15,63412.9,0.002,63423.7,0.078,63412.6,0.091,63423.8,0.063,63412.5,0.787,63423.9,0.179,63412.3,0.407,63424.0,0.164
65,2024-05-07 01:11:10.476,63408.05,0.09999999999854481,63408.0,1.092,63408.1,3.869,63407.9,0.11,63409.4,0.063,63407.8,0.063,63409.5,0.002,63407.4,0.161,63410.0,0.162,63406.8,0.063,63411.0,0.063,63406.7,0.024,63411.3,0.55,63406.2,0.063,63411.6,0.002,63406.0,0.195,63411.9,0.341,63405.4,0.01,63412.0,0.162,63405.1,0.981,63412.1,0.15,63405.0,0.787,63412.4,0.238,63404.9,0.004,63412.6,0.063,63404.5,0.399,63412.8,0.017,63404.3,0.002,63413.1,0.04,63404.2,0.026,63413.3,0.002,63404.1,0.847,63413.4,0.088,63404.0,0.164,63413.8,0.002,63403.8,0.253,63414.0,0.302,63403.7,0.888,63414.2,0.063,63403.6,0.951,63415.6,0.08
66,2024-05-07 01:11:11.779,63400.55,0.09999999999854481,63400.5,0.489,63400.6,2.908,63400.0,0.006,63401.7,0.017,63399.9,0.002,63402.0,4.08,63399.6,0.002,63402.1,2.209,63399.1,0.041,63403.0,0.063,63399.0,0.002,63403.4,0.7,63398.9,0.002,63404.0,0.16,63398.6,0.005,63404.1,0.98,63398.4,0.002,63404.2,1.464,63398.2,0.408,63404.3,0.92,63398.1,0.002,63404.4,0.55,63398.0,0.164,63404.6,0.063,63397.8,0.071,63405.0,0.225,63397.5,0.785,63406.0,0.164,63397.2,0.002,63406.1,0.169,63396.8,0.002,63406.2,0.063,63396.7,0.002,63406.3,0.338,63396.5,0.6,63407.5,0.01,63396.4,0.005,63407.6,0.004,63396.0,0.019,63407.7,0.002
67,2024-05-07 01:11:13.091,63401.149999999994,0.09999999999854481,63401.1,0.084,63401.2,4.926,63400.0,0.004,63401.4,0.063,63399.9,0.002,63401.7,0.4,63399.6,0.002,63402.0,0.681,63399.1,0.041,63402.1,1.04,63399.0,0.002,63402.4,0.45,63398.8,0.063,63403.0,0.063,63398.6,0.002,63403.7,0.052,63398.2,0.09,63403.9,0.01,63398.0,0.164,63404.0,0.278,63397.2,0.065,63404.2,0.566,63396.8,0.002,63404.4,0.004,63396.7,0.976,63404.5,0.008,63396.6,0.063,63404.6,0.063,63396.5,0.971,63404.7,0.002,63396.4,0.005,63404.9,0.008,63396.3,0.966,63405.0,0.078,63396.2,0.984,63405.2,0.009,63396.1,0.367,63405.6,0.253,63396.0,0.274,63406.0,1.664
68,2024-05-07 01:11:14.417,63391.350000000006,0.09999999999854481,63391.3,1.714,63391.4,2.399,63391.2,1.686,63391.5,6.558,63391.1,1.684,63391.6,2.499,63391.0,1.683,63391.7,0.576,63390.9,1.682,63391.8,3.997,63390.8,1.683,63391.9,3.329,63390.7,1.68,63392.0,0.778,63390.6,1.689,63392.1,0.552,63390.5,1.681,63392.2,0.49,63390.4,0.004,63392.3,0.98,63390.2,1.68,63392.6,0.359,63390.1,1.688,63393.2,0.253,63390.0,1.693,63393.4,0.105,63389.9,1.687,63393.6,0.079,63389.8,1.69,63393.9,0.341,63389.6,0.018,63394.0,0.18,63389.4,1.68,63394.2,0.01,63389.3,1.71,63394.3,0.158,63389.2,0.002,63394.4,0.042,63389.1,1.685,63394.6,1.5
69,2024-05-07 01:11:15.731,63390.850000000006,0.09999999999854481,63390.8,2.179,63390.9,4.208,63390.7,1.68,63391.0,0.01,63390.6,1.689,63391.2,0.063,63390.5,1.681,63391.3,0.89,63390.4,0.008,63391.4,0.89,63390.2,1.68,63391.5,0.49,63390.1,1.688,63391.8,0.49,63390.0,1.756,63392.0,0.162,63389.9,1.687,63392.4,0.07,63389.8,1.688,63392.7,0.14,63389.6,0.018,63393.6,0.063,63389.4,1.68,63393.7,0.046,63389.3,1.688,63394.0,0.187,63389.2,0.065,63394.1,0.049,63389.1,1.685,63394.4,0.236,63389.0,1.684,63394.8,0.163,63388.8,0.063,63394.9,0.084,63388.7,1.683,63395.0,0.065,63388.6,1.691,63395.3,0.046,63388.5,1.684,63395.9,0.476
70,2024-05-07 01:11:17.030,63390.75,0.10000000000582077,63390.7,1.367,63390.8,7.156,63390.6,1.689,63390.9,0.398,63390.5,1.681,63391.2,0.063,63390.4,0.008,63391.3,0.89,63390.2,1.68,63391.4,0.49,63390.1,1.688,63391.5,0.49,63390.0,1.693,63392.0,0.162,63389.9,1.687,63392.2,0.144,63389.8,1.688,63392.4,0.07,63389.6,0.018,63392.7,0.14,63389.4,1.68,63393.1,1.5,63389.3,1.688,63393.6,0.063,63389.2,0.002,63394.0,0.187,63389.1,1.685,63394.1,0.049,63389.0,1.684,63394.4,0.236,63388.7,1.683,63394.8,0.143,63388.6,1.691,63394.9,0.003,63388.5,1.684,63395.0,0.002,63388.4,3.361,63395.3,0.046,63388.3,1.684,63395.9,0.476
71,2024-05-07 01:11:18.341,63390.75,0.10000000000582077,63390.7,1.391,63390.8,6.416,63390.6,1.689,63390.9,0.317,63390.5,1.681,63391.2,0.063,63390.4,0.002,63391.3,0.89,63390.2,1.68,63391.4,0.49,63390.1,1.688,63391.5,0.49,63390.0,1.693,63392.0,0.162,63389.9,1.687,63392.2,0.144,63389.8,1.688,63392.4,0.07,63389.6,0.018,63392.7,0.14,63389.4,1.68,63393.6,0.063,63389.3,1.686,63394.0,0.187,63389.2,0.004,63394.1,0.069,63389.1,1.685,63394.4,1.736,63389.0,1.684,63394.8,0.143,63388.7,1.683,63394.9,0.003,63388.6,1.691,63395.0,0.002,63388.5,1.684,63395.9,0.476,63388.4,3.361,63396.0,0.225,63388.3,1.684,63396.6,0.004
72,2024-05-07 01:11:19.648,63390.649999999994,0.09999999999854481,63390.6,1.893,63390.7,4.434,63390.5,1.681,63390.8,1.218,63390.4,0.002,63390.9,0.24,63390.2,1.68,63391.2,0.063,63390.1,1.688,63391.3,0.89,63390.0,1.691,63391.4,0.49,63389.9,1.687,63391.5,0.49,63389.8,1.688,63392.0,0.162,63389.6,0.018,63392.4,0.07,63389.4,1.68,63392.7,0.14,63389.3,1.686,63393.6,0.063,63389.2,0.002,63394.0,0.187,63389.1,1.685,63394.1,0.049,63389.0,1.686,63394.4,0.236,63388.7,1.683,63394.8,0.143,63388.6,1.689,63394.9,0.003,63388.5,1.684,63395.0,0.002,63388.4,3.361,63395.4,1.5,63388.3,1.684,63395.9,0.476,63388.1,0.002,63396.0,0.225
73,2024-05-07 01:11:20.961,63390.649999999994,0.09999999999854481,63390.6,1.309,63390.7,4.888,63390.5,1.681,63390.8,1.216,63390.4,0.002,63390.9,0.24,63390.2,1.68,63391.2,0.063,63390.1,1.688,63391.3,0.89,63390.0,1.691,63391.4,0.49,63389.9,1.687,63391.5,0.49,63389.8,1.688,63392.0,0.162,63389.6,0.018,63392.4,0.07,63389.4,1.68,63392.7,0.14,63389.3,1.686,63393.6,0.063,63389.2,0.065,63394.0,0.187,63389.1,1.685,63394.1,0.049,63389.0,1.684,63394.4,0.236,63388.9,0.002,63394.8,0.143,63388.8,0.063,63394.9,0.003,63388.7,1.683,63395.0,0.002,63388.6,1.687,63395.4,1.5,63388.5,1.684,63395.9,0.476,63388.4,3.363,63396.0,0.225
74,2024-05-07 01:11:22.262,63390.649999999994,0.09999999999854481,63390.6,0.039,63390.7,5.382,63390.5,1.681,63390.8,1.066,63390.4,0.002,63390.9,0.24,63390.2,1.68,63391.2,0.063,63390.1,1.688,63391.3,0.89,63390.0,1.691,63391.4,0.49,63389.9,1.687,63391.5,0.49,63389.8,1.688,63392.0,0.162,63389.6,0.018,63392.4,0.07,63389.4,1.68,63392.7,0.14,63389.3,1.686,63392.8,1.5,63389.2,0.002,63393.6,0.063,63389.1,1.685,63394.0,0.187,63389.0,1.684,63394.1,0.049,63388.9,0.002,63394.4,0.245,63388.7,1.683,63394.5,0.046,63388.6,1.687,63394.7,0.016,63388.5,1.684,63394.8,0.143,63388.4,3.363,63394.9,0.009,63388.3,1.682,63395.0,0.002
75,2024-05-07 01:11:23.576,63390.55,0.09999999999854481,63390.5,1.285,63390.6,11.62,63390.4,0.062,63390.7,0.165,63390.2,1.68,63390.8,1.043,63390.1,1.688,63390.9,0.24,63390.0,1.691,63391.2,0.063,63389.9,1.687,63391.3,0.49,63389.8,1.688,63391.4,0.49,63389.6,0.018,63391.5,0.49,63389.4,1.68,63392.0,0.162,63389.3,1.686,63392.4,0.07,63389.2,0.002,63392.7,0.14,63389.1,1.685,63393.2,0.006,63389.0,1.684,63393.6,0.063,63388.7,1.683,63394.0,0.187,63388.6,1.689,63394.1,0.049,63388.5,1.684,63394.4,0.245,63388.4,3.363,63394.5,0.046,63388.3,1.682,63394.7,0.016,63388.1,0.002,63394.8,0.145,63388.0,1.695,63394.9,0.009
76,2024-05-07 01:11:24.865,63390.55,0.09999999999854481,63390.5,1.283,63390.6,10.693,63390.4,0.062,63390.7,0.158,63390.2,1.68,63390.8,1.043,63390.1,1.688,63390.9,0.24,63390.0,1.703,63391.2,0.063,63389.9,1.687,63391.3,0.49,63389.8,1.688,63391.4,0.49,63389.6,0.018,63391.5,0.49,63389.4,1.68,63392.0,0.162,63389.3,1.686,63392.4,0.07,63389.2,0.002,63392.7,0.14,63389.1,1.685,63393.2,0.006,63389.0,1.684,63393.6,0.063,63388.7,1.683,63394.0,0.187,63388.6,1.689,63394.1,0.049,63388.5,1.684,63394.4,0.245,63388.4,3.363,63394.7,0.016,63388.3,1.682,63394.8,0.145,63388.1,0.002,63394.9,0.009,63388.0,1.695,63395.0,0.002
77,2024-05-07 01:11:26.177,63390.55,0.09999999999854481,63390.5,0.832,63390.6,10.023,63390.4,0.062,63390.7,0.648,63390.2,1.68,63390.8,1.04,63390.1,1.688,63390.9,0.73,63390.0,1.703,63391.0,0.49,63389.9,1.687,63391.1,0.553,63389.8,1.688,63391.2,0.553,63389.6,0.018,63391.3,0.49,63389.4,1.68,63391.4,0.49,63389.3,1.686,63391.5,0.49,63389.2,0.002,63392.0,0.162,63389.1,1.685,63392.4,0.07,63389.0,1.684,63392.7,0.14,63388.7,1.683,63393.2,0.006,63388.6,1.689,63393.6,0.063,63388.5,1.684,63394.0,0.189,63388.4,3.363,63394.1,0.049,63388.3,1.682,63394.4,0.236,63388.1,0.002,63394.7,0.016,63388.0,1.695,63394.8,0.145
